EnsemblID	external_gene_id	chromosome_name	end_position	start_position
ENSMUSG00000095372	AC169674.29	7	59447452	59447374
ENSMUSG00000064669	U6	2	80558787	80558685
ENSMUSG00000077741	SNORA17	3	116065919	116065788
ENSMUSG00000077276	SNORA69	3	55956913	55956782
ENSMUSG00000096198	U6	13	13298342	13298243
ENSMUSG00000096249	U6	19	23296435	23296329
ENSMUSG00000065512	Mir138-2	8	94324381	94324311
ENSMUSG00000093823	AC109145.1	1	195228398	195228278
ENSMUSG00000088875	SNORA70	10	62923524	62923396
ENSMUSG00000094301	AC154359.1	16	50920648	50920542
ENSMUSG00000095825	AC156572.2	13	62791613	62791507
ENSMUSG00000077780	SNORA17	4	126818145	126818016
ENSMUSG00000077361	SNORA17	10	46658638	46658508
ENSMUSG00000095209	AL671866.2	4	117158433	117158309
ENSMUSG00000094896	U6	X	60257658	60257552
ENSMUSG00000080539	U6atac	1	68385035	68384942
ENSMUSG00000092795	AL807379.1	4	16129675	16129566
ENSMUSG00000076012	Mir705	6	85336373	85336292
ENSMUSG00000088468	U6	12	61920677	61920574
ENSMUSG00000070138	Mir452	X	72262308	72262224
ENSMUSG00000095777	CT025603.1	13	78361189	78361097
ENSMUSG00000096595	AC168073.48	7	59550316	59550238
ENSMUSG00000064460	U6	3	137715764	137715658
ENSMUSG00000065675	U6	3	139417863	139417757
ENSMUSG00000087752	U1	3	138343296	138343138
ENSMUSG00000089404	Y_RNA	11	94958893	94958778
ENSMUSG00000088907	SNORA17	19	19276030	19275899
ENSMUSG00000078062	AC167132.1	8	70039190	70039104
ENSMUSG00000065806	n-R5s69	11	57764545	57764427
ENSMUSG00000065719	n-R5s12	X	136277623	136277505
ENSMUSG00000077683	SNORA17	7	62611784	62611657
ENSMUSG00000084435	U4	5	79750529	79750381
ENSMUSG00000089518	U7	1	66856635	66856579
ENSMUSG00000065304	SNORA22	5	129789673	129789539
ENSMUSG00000080415	AL772258.1	2	169061240	169061120
ENSMUSG00000088949	5S_rRNA	5	92118283	92118177
ENSMUSG00000094173	AC091333.3	7	61739409	61739350
ENSMUSG00000065673	SNORA71	14	66970584	66970452
ENSMUSG00000093207	AC134475.1	7	18017352	18017252
ENSMUSG00000065721	Y_RNA	6	122623658	122623547
ENSMUSG00000095645	AC141881.27	8	123611833	123611715
ENSMUSG00000088570	U6	3	57922187	57922088
ENSMUSG00000077484	SNORA17	13	8945179	8945045
ENSMUSG00000064494	U6	8	105172602	105172496
ENSMUSG00000065379	SNORA25	11	104251144	104251012
ENSMUSG00000088630	SNORA17	6	93509702	93509573
ENSMUSG00000088013	U7	15	48928139	48928078
ENSMUSG00000084713	AL808014.1	X	147107046	147106967
ENSMUSG00000087734	U6	9	45879648	45879550
ENSMUSG00000089008	U7	18	90228962	90228899
ENSMUSG00000084605	7SK	17	17783417	17783132
ENSMUSG00000089544	AL603828.1	11	115253385	115253278
ENSMUSG00000095223	CT033751.1	17	32285177	32285107
ENSMUSG00000093218	AC121784.2	12	109723875	109723756
ENSMUSG00000095529	AC112681.1	16	19319795	19319686
ENSMUSG00000096005	CT010454.1	13	79455076	79454970
ENSMUSG00000089284	SNORA17	X	129156885	129156754
ENSMUSG00000094359	BX000454.1	4	139588977	139588876
ENSMUSG00000076117	Mir680-2	X	144297899	144297790
ENSMUSG00000064855	U1	9	63027717	63027560
ENSMUSG00000094670	BX571775.1	X	135385028	135384915
ENSMUSG00000089383	U6	6	130081493	130081419
ENSMUSG00000077948	CT485999.1	14	10458271	10458178
ENSMUSG00000088258	U1	8	113528671	113528510
ENSMUSG00000084693	SNORA33	18	10551406	10551289
ENSMUSG00000089387	SNORA17	18	66550045	66549935
ENSMUSG00000095791	CT009704.1	16	30814268	30814162
ENSMUSG00000065200	SNORA65	12	31259062	31258933
ENSMUSG00000095031	AC169674.25	7	59405408	59405330
ENSMUSG00000065564	Mirlet7b	15	85707403	85707319
ENSMUSG00000064742	U6	14	54581283	54581177
ENSMUSG00000077317	U11	18	51607668	51607544
ENSMUSG00000094428	BX537299.1	7	33808226	33808117
ENSMUSG00000094771	AL691509.1	4	7821047	7820916
ENSMUSG00000092843	AL935159.1	2	84928175	84928074
ENSMUSG00000096383	CT025535.1	14	45404960	45404840
ENSMUSG00000077643	SNORA17	6	13111427	13111299
ENSMUSG00000084639	7SK	8	4115765	4115513
ENSMUSG00000065456	Mir106a	X	52742567	52742503
ENSMUSG00000084624	n-R5s189	4	95062763	95062650
ENSMUSG00000089221	Y_RNA	1	151313628	151313547
ENSMUSG00000065445	Mir143	18	61649258	61649196
ENSMUSG00000084571	n-R5s201	2	105997147	105997032
ENSMUSG00000064591	U6	7	37824347	37824242
ENSMUSG00000080424	Mir466k	3	85467498	85467377
ENSMUSG00000064647	SNORD58	18	75001519	75001455
ENSMUSG00000094239	SNORA17	5	62523539	62523408
ENSMUSG00000096287	AC171272.26	7	59525977	59525899
ENSMUSG00000064829	SNORD36	2	26912287	26912231
ENSMUSG00000077857	U6	X	127906559	127906453
ENSMUSG00000084636	7SK	7	95172157	95171864
ENSMUSG00000084678	U2	X	105820065	105819883
ENSMUSG00000093063	AL732357.1	2	166655142	166655027
ENSMUSG00000076459	Mir758	12	109712890	109712810
ENSMUSG00000088480	U6	18	3770804	3770741
ENSMUSG00000088335	SNORA25	X	78550879	78550746
ENSMUSG00000089535	snoMe28S-Cm3227	5	54290258	54290176
ENSMUSG00000065016	Snora3	7	109520251	109520120
ENSMUSG00000095155	AC221015.18	7	59741466	59741373
ENSMUSG00000096346	AC121548.1	5	22534843	22534737
ENSMUSG00000095778	U7	18	64728127	64728066
ENSMUSG00000065653	SNORA38	10	108363798	108363665
ENSMUSG00000095070	AC168066.1	16	84294641	84294535
ENSMUSG00000092644	AL645623.1	11	84893153	84893087
ENSMUSG00000093404	AC139376.1	10	116531740	116531646
ENSMUSG00000065159	U6	19	44945128	44945022
ENSMUSG00000089123	SNORA17	3	37802652	37802544
ENSMUSG00000087905	7SK	15	43224920	43224625
ENSMUSG00000077255	SNORA17	1	96762158	96762031
ENSMUSG00000087933	SNORA76	4	106119080	106118968
ENSMUSG00000065279	U1	4	101271306	101271143
ENSMUSG00000064566	U6	15	8220114	8220004
ENSMUSG00000088775	7SK	1	89685112	89684802
ENSMUSG00000077639	SNORA33	11	77053067	77052947
ENSMUSG00000080409	Mir467h	9	115381939	115381819
ENSMUSG00000088043	SNORA17	2	67420162	67420031
ENSMUSG00000089164	U6	5	141566249	141566143
ENSMUSG00000089235	SCARNA17	18	74778700	74778561
ENSMUSG00000088326	7SK	17	32956884	32956610
ENSMUSG00000088825	Y_RNA	2	49906880	49906771
ENSMUSG00000065567	Mir30c-2	1	23291784	23291701
ENSMUSG00000080391	AC163659.1	1	29361370	29361275
ENSMUSG00000092804	AC118193.1	8	112335372	112335302
ENSMUSG00000088081	U3	7	63962098	63961901
ENSMUSG00000077228	SNORA17	5	62132484	62132353
ENSMUSG00000096027	AL772216.58	2	10478880	10478798
ENSMUSG00000089301	7SK	8	87637013	87636657
ENSMUSG00000093762	AC147634.1	10	108428160	108428067
ENSMUSG00000064550	U2	5	96907825	96907632
ENSMUSG00000088900	SNORA17	6	68257538	68257394
ENSMUSG00000089563	U6	16	10238020	10237918
ENSMUSG00000077410	SNORA17	3	114824285	114824154
ENSMUSG00000088881	7SK	9	29262615	29262413
ENSMUSG00000089132	5S_rRNA	X	167902424	167902315
ENSMUSG00000088322	U6	10	52905744	52905638
ENSMUSG00000088742	AC109196.1	5	100500218	100500143
ENSMUSG00000078026	Mir4660	2	10472623	10472540
ENSMUSG00000093351	Mir3072	12	109747960	109747878
ENSMUSG00000065259	Snora30	7	127528003	127527874
ENSMUSG00000065609	Mir7-2	7	78888373	78888277
ENSMUSG00000088955	SNORA61	9	107987496	107987369
ENSMUSG00000093457	AC117644.1	7	62160563	62160479
ENSMUSG00000077939	AC084389.1	1	36664039	36663965
ENSMUSG00000088264	U6	X	121914659	121914560
ENSMUSG00000080370	SNORA42	4	56762041	56761922
ENSMUSG00000089606	SNORA17	2	104228238	104228112
ENSMUSG00000095713	AC169674.34	7	59407275	59407197
ENSMUSG00000096786	AC164438.3	9	109358335	109358229
ENSMUSG00000087776	SNORA17	3	132787335	132787225
ENSMUSG00000088743	7SK	9	62020686	62020594
ENSMUSG00000089011	SNORA48	16	31747342	31747200
ENSMUSG00000094465	AC169674.10	7	59349614	59349536
ENSMUSG00000092728	AC118632.1	18	50246263	50246066
ENSMUSG00000093822	AC154188.1	16	36218026	36217922
ENSMUSG00000092825	AL928905.1	2	76479329	76479219
ENSMUSG00000084465	n-R5s47	14	62869832	62869714
ENSMUSG00000095504	AC157810.1	1	191762303	191762200
ENSMUSG00000064884	U6	15	80088553	80088447
ENSMUSG00000087772	SNORA17	14	68167074	68166953
ENSMUSG00000064476	U1	4	150964894	150964735
ENSMUSG00000092866	AC144794.1	18	56222018	56221834
ENSMUSG00000077514	SNORA66	4	103586400	103586272
ENSMUSG00000088890	SNORA17	2	151123988	151123853
ENSMUSG00000076121	Mir687	14	73206851	73206763
ENSMUSG00000065389	U1	7	110003718	110003578
ENSMUSG00000076142	Mir711	9	108970003	108969922
ENSMUSG00000087750	U6	8	77569602	77569495
ENSMUSG00000093016	AC122266.1	8	123377175	123376892
ENSMUSG00000088698	U7	5	70186707	70186643
ENSMUSG00000065442	Mir20a	14	115044263	115044157
ENSMUSG00000092941	AC093346.1	5	134294282	134293987
ENSMUSG00000088478	Mir1946b	9	21613576	21613444
ENSMUSG00000087984	snoU13	5	150488260	150488159
ENSMUSG00000089069	SNORA44	6	93890750	93890615
ENSMUSG00000076300	AC157912.1	19	34395755	34395647
ENSMUSG00000095376	AC141881.23	8	123606731	123606613
ENSMUSG00000095479	AC221015.21	7	59776817	59776724
ENSMUSG00000076006	Mir376b	12	109723541	109723456
ENSMUSG00000064524	U6	X	151262021	151261918
ENSMUSG00000092719	AL833780.1	2	128925692	128925571
ENSMUSG00000087736	SNORA40	17	87053825	87053694
ENSMUSG00000087932	Mir1971	14	78191478	78191373
ENSMUSG00000095933	AC124515.1	13	86725932	86725823
ENSMUSG00000093167	Mir5131	14	45658053	45657961
ENSMUSG00000089335	SNORA17	6	48934923	48934794
ENSMUSG00000070129	Mir136	12	109595398	109595317
ENSMUSG00000088354	AC164075.1	7	80152879	80152820
ENSMUSG00000076041	Mir20b	X	52742192	52742113
ENSMUSG00000088687	SNORA70	10	127953175	127953045
ENSMUSG00000077768	SNORA17	19	42699902	42699777
ENSMUSG00000093325	AL669920.1	11	51964489	51964382
ENSMUSG00000096583	AL772216.64	2	10476949	10476853
ENSMUSG00000076143	Mir708	7	96249532	96249424
ENSMUSG00000096238	AC161348.2	5	110757191	110757085
ENSMUSG00000093196	AC115706.1	8	126977249	126977127
ENSMUSG00000092790	AC122246.1	1	49095885	49095444
ENSMUSG00000094938	AC115067.1	5	91218004	91217898
ENSMUSG00000094158	U6	17	66086200	66086094
ENSMUSG00000092748	AC073553.3	12	113425227	113425150
ENSMUSG00000064437	Snord49b	11	62603150	62603079
ENSMUSG00000089473	U8	10	4170018	4169887
ENSMUSG00000088583	U6	5	122506889	122506789
ENSMUSG00000089170	Y_RNA	14	56536077	56535971
ENSMUSG00000077356	SNORA17	7	58148227	58148096
ENSMUSG00000095587	AC168073.29	7	59585884	59585806
ENSMUSG00000093106	AC136976.1	13	93923311	93923187
ENSMUSG00000088593	U7	12	117924702	117924637
ENSMUSG00000089293	U6	16	92042774	92042677
ENSMUSG00000077980	Mir654	12	109723301	109723218
ENSMUSG00000089431	U6	3	132939976	132939870
ENSMUSG00000094654	AC193221.1	Y	74910962	74910855
ENSMUSG00000092835	AC154848.1	13	41578074	41577909
ENSMUSG00000084576	U6	16	89451599	89451495
ENSMUSG00000064495	SNORA5	11	6619940	6619808
ENSMUSG00000095023	AC151846.1	10	79909301	79909195
ENSMUSG00000087800	SNORA48	2	165270176	165270046
ENSMUSG00000089322	SNORA17	4	21328604	21328520
ENSMUSG00000088009	SNORA17	14	83405764	83405631
ENSMUSG00000088767	7SK	X	127408704	127408430
ENSMUSG00000080336	AC153902.1	6	36699543	36699397
ENSMUSG00000077420	AC161183.1	3	51297244	51297179
ENSMUSG00000076361	Mir182	6	30165992	30165918
ENSMUSG00000092702	AC149599.1	18	55622920	55622633
ENSMUSG00000089314	U6	15	48906736	48906652
ENSMUSG00000089232	snoU13	2	34778772	34778677
ENSMUSG00000064727	SNORA71	16	54354593	54354462
ENSMUSG00000076309	Mir147	2	122640881	122640803
ENSMUSG00000065254	7SK	7	103271870	103271550
ENSMUSG00000087924	U6	6	38118486	38118383
ENSMUSG00000065708	U1	3	102952113	102951949
ENSMUSG00000089568	U7	2	77547294	77547235
ENSMUSG00000093239	AC160118.1	9	64225649	64225523
ENSMUSG00000077399	SNORA17	8	23290164	23290033
ENSMUSG00000088497	5S_rRNA	2	118351331	118351238
ENSMUSG00000077572	SNORA17	2	21795055	21794933
ENSMUSG00000087792	U6	11	87694581	87694482
ENSMUSG00000089619	7SK	10	124455317	124455059
ENSMUSG00000092958	Mir5128	2	37688284	37688201
ENSMUSG00000084668	SNORD29	1	19513919	19513855
ENSMUSG00000095437	AC131713.1	18	24558722	24558602
ENSMUSG00000078008	Mir291a	7	3219000	3218919
ENSMUSG00000088095	SNORA17	14	118300117	118299990
ENSMUSG00000077348	SNORA17	2	130086169	130086041
ENSMUSG00000088849	7SK	6	85066437	85066183
ENSMUSG00000084485	7SK	15	58565914	58565614
ENSMUSG00000064725	Snord96a	11	48802112	48802032
ENSMUSG00000096143	AC123530.1	10	61202533	61202408
ENSMUSG00000065371	U1	10	4484393	4484234
ENSMUSG00000065907	U2	X	110623022	110622832
ENSMUSG00000088184	U6	11	87444580	87444474
ENSMUSG00000094581	AC168073.14	7	59693313	59693220
ENSMUSG00000088831	U7	15	43672627	43672564
ENSMUSG00000096018	CT572989.1	9	30291974	30291868
ENSMUSG00000065301	U6	9	65900308	65900201
ENSMUSG00000088789	Scarna13	12	105031349	105031075
ENSMUSG00000093403	AL645645.1	4	149537922	149537863
ENSMUSG00000089508	5S_rRNA	11	85778927	85778812
ENSMUSG00000064783	SNORA71	19	20033635	20033504
ENSMUSG00000088172	U6	7	119969921	119969821
ENSMUSG00000080507	AL663067.1	2	179990882	179990797
ENSMUSG00000084608	7SK	9	118288092	118287786
ENSMUSG00000064769	U1	16	35388085	35387933
ENSMUSG00000094621	CAAA01098150.1	GL456372.1	13382	13262
ENSMUSG00000088446	AL732470.1	X	78908640	78908549
ENSMUSG00000064390	Rnu73b	3	86140688	86140618
ENSMUSG00000077608	SNORA17	1	163054951	163054818
ENSMUSG00000077110	AC131111.1	7	47752831	47752722
ENSMUSG00000093245	AC131120.1	10	128085360	128085289
ENSMUSG00000089291	SNORA18	1	165571976	165571850
ENSMUSG00000095665	AL626775.1	4	125106337	125106256
ENSMUSG00000077392	SNORA17	4	5687802	5687677
ENSMUSG00000094630	5S_rRNA	9	115626718	115626600
ENSMUSG00000095016	AC140216.1	5	139443705	139443599
ENSMUSG00000088339	U2	4	39865768	39865687
ENSMUSG00000077730	SNORA17	9	78014098	78013972
ENSMUSG00000064707	U1	10	112931583	112931424
ENSMUSG00000093529	AC133578.1	15	96404949	96404858
ENSMUSG00000065410	Mir298	2	174267585	174267504
ENSMUSG00000087726	7SK	3	126152723	126152456
ENSMUSG00000077645	SNORD115	7	59458883	59458815
ENSMUSG00000088465	SNORA17	10	107137058	107136974
ENSMUSG00000080511	AC115802.1	9	4271237	4271130
ENSMUSG00000095424	AL954640.1	X	135445632	135445519
ENSMUSG00000064672	SNORA2	13	51648334	51648199
ENSMUSG00000087947	U7	7	88087251	88087188
ENSMUSG00000089465	5S_rRNA	9	34960148	34960019
ENSMUSG00000065096	U1	10	12363573	12363410
ENSMUSG00000084564	Mir1895	3	134240583	134240505
ENSMUSG00000080394	SNORA76	X	162748674	162748556
ENSMUSG00000088188	U12	5	136096431	136096260
ENSMUSG00000064889	U1	9	94284652	94284496
ENSMUSG00000065244	U6	12	55910923	55910821
ENSMUSG00000088229	7SK	3	9402485	9402175
ENSMUSG00000088372	SNORA17	6	135148781	135148648
ENSMUSG00000093104	AL845455.1	2	26014747	26014595
ENSMUSG00000064491	U6	11	98946550	98946444
ENSMUSG00000080485	AC129021.1	16	3927287	3927200
ENSMUSG00000080657	Mir669i	2	10517730	10517604
ENSMUSG00000092878	AL590633.1	X	38752127	38752062
ENSMUSG00000089204	Mir1927	1	160295972	160295864
ENSMUSG00000064407	U6	14	86311378	86311289
ENSMUSG00000092857	AC158898.2	8	72122737	72122658
ENSMUSG00000094968	AC134426.1	1	47749399	47749279
ENSMUSG00000096381	AC132457.1	7	15593335	15593231
ENSMUSG00000096202	AC159893.1	9	45634812	45634706
ENSMUSG00000065199	U6	X	72611909	72611803
ENSMUSG00000093135	AL671140.1	4	98359303	98359194
ENSMUSG00000093089	AC121784.1	12	109743237	109743158
ENSMUSG00000088119	U6	11	118181035	118180941
ENSMUSG00000064517	U6	9	107097057	107096951
ENSMUSG00000089203	SNORA70	12	24779146	24779018
ENSMUSG00000065482	Mir302c	3	127545430	127545363
ENSMUSG00000089569	snoU13	9	31271005	31270910
ENSMUSG00000088850	SNORA26	1	66306025	66305889
ENSMUSG00000065432	Mir208a	14	54949142	54949060
ENSMUSG00000096274	AC133085.1	7	32690370	32690250
ENSMUSG00000089572	snoCD11	3	119335966	119335897
ENSMUSG00000075726	SNORD115	7	59483152	59483074
ENSMUSG00000065706	SNORA61	9	85772480	85772351
ENSMUSG00000093107	AC167122.1	7	81529981	81529855
ENSMUSG00000093455	AC127411.1	5	145197325	145197048
ENSMUSG00000093143	AC134910.1	5	25524889	25524615
ENSMUSG00000088252	Snord13	8	31149967	31149864
ENSMUSG00000087926	SNORA70	7	67570703	67570567
ENSMUSG00000077239	Snord66	16	20684313	20684239
ENSMUSG00000065041	SNORA62	9	120128935	120128780
ENSMUSG00000088781	SNORA17	6	145464303	145464189
ENSMUSG00000077125	AC164603.1	8	97255950	97255841
ENSMUSG00000089220	SNORA17	3	6977380	6977268
ENSMUSG00000096765	AC141881.47	8	123613532	123613414
ENSMUSG00000065361	Telomerase-vert	3	30595757	30595346
ENSMUSG00000089103	5S_rRNA	11	23626861	23626745
ENSMUSG00000064440	SNORD74	1	161035473	161035394
ENSMUSG00000077001	Mir544	12	109729402	109729325
ENSMUSG00000077709	Snora64	17	24720905	24720772
ENSMUSG00000088506	U1	2	122385640	122385489
ENSMUSG00000064587	U4	15	81039793	81039643
ENSMUSG00000065590	Mir212	11	75173478	75173388
ENSMUSG00000089393	U2	5	40405929	40405750
ENSMUSG00000092633	Mir3962	1	194822064	194822001
ENSMUSG00000092978	AC113178.1	15	95879817	95879716
ENSMUSG00000096598	AC124686.1	10	93807404	93807298
ENSMUSG00000076958	AC154424.1	13	87456887	87456778
ENSMUSG00000092966	AC126679.1	19	47919273	47919192
ENSMUSG00000094283	AC168073.8	7	59615822	59615744
ENSMUSG00000093323	AC166172.1	17	31565043	31564962
ENSMUSG00000076234	AL928544.2	2	103839204	103839109
ENSMUSG00000077495	SNORA17	9	99943842	99943709
ENSMUSG00000096343	AC141881.41	8	123594872	123594754
ENSMUSG00000065307	U6	11	83521262	83521156
ENSMUSG00000076379	Mir190	9	67236735	67236651
ENSMUSG00000092847	Mir344d-1	7	61683192	61683124
ENSMUSG00000093079	AC140192.1	6	118429252	118429170
ENSMUSG00000092639	Mir3964	15	29713404	29713331
ENSMUSG00000089421	7SK	X	111616388	111616134
ENSMUSG00000093074	CT025628.1	9	86699156	86699043
ENSMUSG00000095604	AC020968.1	18	36811000	36810891
ENSMUSG00000095541	AC148019.1	18	46367485	46367365
ENSMUSG00000093322	AC155256.1	12	54666786	54666677
ENSMUSG00000088670	SNORA31	11	119746480	119746401
ENSMUSG00000093706	AL591496.3	11	75419436	75419355
ENSMUSG00000096184	AL929433.1	4	33628961	33628841
ENSMUSG00000087724	SNORA17	X	67595438	67595330
ENSMUSG00000077185	SNORD102	5	146834904	146834834
ENSMUSG00000093139	AC161198.1	15	99255014	99254882
ENSMUSG00000077579	SNORA17	16	87528165	87528030
ENSMUSG00000093009	Snord52	17	34951017	34950952
ENSMUSG00000093777	AC130205.1	1	29284675	29284607
ENSMUSG00000065228	SNORD81	1	161038383	161038308
ENSMUSG00000096692	AC125329.1	10	87364146	87364040
ENSMUSG00000096288	U6	18	13209808	13209702
ENSMUSG00000095727	AC127086.1	8	107841057	107840957
ENSMUSG00000084573	n-R5s30	16	5324157	5324036
ENSMUSG00000089079	SNORA17	3	50838715	50838581
ENSMUSG00000088617	7SK	18	55987527	55987222
ENSMUSG00000094049	AC171272.4	7	59490639	59490561
ENSMUSG00000065305	SNORD31	19	8725660	8725594
ENSMUSG00000077407	SNORA17	10	105140335	105140207
ENSMUSG00000077148	U6	3	89098013	89097910
ENSMUSG00000094382	AL808027.2	2	32222054	32221970
ENSMUSG00000088331	7SK	8	94698285	94698016
ENSMUSG00000064781	U6	X	82187781	82187678
ENSMUSG00000088484	SNORA17	3	7502020	7501904
ENSMUSG00000088426	U6	6	130011898	130011837
ENSMUSG00000064941	U1	19	18732904	18732741
ENSMUSG00000096398	AC124576.2	16	5223473	5223364
ENSMUSG00000064906	n-R5s204	2	119631236	119631118
ENSMUSG00000088499	U6	17	55661741	55661637
ENSMUSG00000093315	Mir5114	19	44303231	44303171
ENSMUSG00000089025	SNORA17	12	49578583	49578456
ENSMUSG00000087813	SNORA40	5	21117201	21117083
ENSMUSG00000092811	AL928693.1	2	22666752	22666658
ENSMUSG00000093028	AL596246.1	11	105958261	105958032
ENSMUSG00000096876	AL606904.1	4	120837597	120837488
ENSMUSG00000077425	SNORA17	14	104971560	104971427
ENSMUSG00000064940	U1	7	77910320	77910140
ENSMUSG00000092725	AL808023.1	11	72648997	72648925
ENSMUSG00000092840	CT033785.1	13	84182344	84182278
ENSMUSG00000094710	AC124400.1	14	41247792	41247686
ENSMUSG00000095610	AC124172.1	1	96617205	96617099
ENSMUSG00000065811	U4	16	91349784	91349702
ENSMUSG00000088130	U7	15	67022037	67021978
ENSMUSG00000089336	SNORA17	9	64881925	64881784
ENSMUSG00000064565	U1	16	11167267	11167105
ENSMUSG00000094405	AL671866.1	4	117202643	117202528
ENSMUSG00000088141	Mir1962	7	135566282	135566162
ENSMUSG00000092889	AL669944.1	11	44469066	44469013
ENSMUSG00000088953	SNORA17	1	63032819	63032706
ENSMUSG00000094178	AC141881.6	8	123569446	123569328
ENSMUSG00000084733	7SK	13	102228952	102228669
ENSMUSG00000077675	SNORA17	8	18512645	18512515
ENSMUSG00000096604	AC221015.39	7	59802049	59801956
ENSMUSG00000088389	7SK	12	56267204	56266920
ENSMUSG00000064618	n-R5s95	8	9568249	9568132
ENSMUSG00000096660	AC221015.40	7	59744005	59743912
ENSMUSG00000096172	AC140979.1	1	166620482	166620362
ENSMUSG00000080378	U6atac	8	45864603	45864478
ENSMUSG00000088205	5S_rRNA	11	50809763	50809651
ENSMUSG00000076952	AC087183.1	8	3781130	3781020
ENSMUSG00000077163	U6	7	55244039	55243933
ENSMUSG00000096495	AC125181.1	8	50121757	50121648
ENSMUSG00000092826	AC161765.1	8	84925633	84925525
ENSMUSG00000093044	Snord8	14	52209894	52209785
ENSMUSG00000065873	n-R5s183	4	41303272	41303158
ENSMUSG00000095842	AC135292.1	15	12695224	12695124
ENSMUSG00000088023	U7	15	48928313	48928252
ENSMUSG00000093230	AC139241.1	3	87617501	87617399
ENSMUSG00000089078	U6	5	75561150	75561046
ENSMUSG00000096771	SNORA17	13	8950053	8949921
ENSMUSG00000095971	AL772346.1	4	4729704	4729573
ENSMUSG00000093036	Mir5127	18	81992080	81992010
ENSMUSG00000064762	U1	4	68182702	68182532
ENSMUSG00000078057	Mir873	4	36668586	36668510
ENSMUSG00000088632	7SK	8	123523540	123523260
ENSMUSG00000092828	AC154187.1	17	70958121	70958039
ENSMUSG00000094373	AC133597.1	16	21546405	21546335
ENSMUSG00000065678	U6	13	100604462	100604359
ENSMUSG00000093197	AC156032.1	12	21273532	21273304
ENSMUSG00000065481	Mir346	14	34894706	34894609
ENSMUSG00000093240	AL807771.1	4	48762962	48762851
ENSMUSG00000093169	Mir3079	15	76290968	76290879
ENSMUSG00000093981	AC169674.3	7	59391768	59391690
ENSMUSG00000092839	AL606908.1	4	126831758	126831464
ENSMUSG00000065237	U6	2	74624748	74624642
ENSMUSG00000088332	U1	5	34530753	34530649
ENSMUSG00000093100	Mir3971	11	75551511	75551429
